ID,COD_INSEE,COD_IRIS
152,33483.0,334830000.0
153,83055.0,830550000.0
154,13080.0,130800000.0
155,34032.0,340320703.0
156,44038.0,440380000.0
157,85110.0,851100000.0
158,76196.0,761960000.0
159,68198.0,681980000.0
160,71318.0,713180000.0
161,16418.0,164180000.0
162,45344.0,453440000.0
163,1163.0,11630000.0
164,74298.0,742980101.0
165,45006.0,450060000.0
166,75115.0,751156012.0
167,82065.0,820650000.0
168,59115.0,591150000.0
169,33243.0,332430101.0
170,13022.0,130220103.0
171,92012.0,920120302.0
172,59544.0,595440104.0
173,78327.0,783270000.0
174,59599.0,595991201.0
175,44068.0,440680000.0
176,17200.0,172000101.0
177,60372.0,603720000.0
178,56260.0,562600111.0
179,31557.0,315570105.0
180,4123.0,41230000.0
181,83008.0,830080000.0
182,38548.0,385480000.0
183,83023.0,830230501.0
184,38175.0,381750000.0
185,26081.0,260810000.0
186,37273.0,372730000.0
187,83141.0,831410000.0
188,29058.0,290580101.0
189,13035.0,130350101.0
190,49007.0,490071106.0
191,37156.0,371560101.0
192,6083.0,60830101.0
193,75113.0,751134907.0
194,95127.0,951270115.0
195,,
196,83108.0,831080000.0
197,40046.0,400460101.0
198,54528.0,545280101.0
199,77455.0,774550000.0
200,42304.0,423040000.0
201,94059.0,940590102.0
202,37027.0,370270000.0
203,92009.0,920090108.0
204,29032.0,290320000.0
205,69266.0,692661002.0
206,22251.0,222510101.0
207,71221.0,712210000.0
208,76076.0,760760000.0
209,85156.0,851560000.0
210,91174.0,911740302.0
211,82121.0,821210403.0
212,41218.0,412180000.0
213,13210.0,132100406.0
214,6084.0,60840102.0
215,37131.0,371310000.0
216,72181.0,721812202.0
217,80076.0,800760000.0
218,92063.0,920630502.0
219,69382.0,693820504.0
220,37261.0,372610602.0
221,33090.0,330900101.0
222,94081.0,940810201.0
223,59107.0,591070000.0
224,77317.0,773170000.0
225,63085.0,630850000.0
226,65089.0,650890000.0
227,69264.0,692640501.0
228,6088.0,60881302.0
229,82065.0,820650000.0
230,76259.0,762590109.0
231,64405.0,644050000.0
232,35238.0,352380902.0
233,91432.0,914320101.0
234,93066.0,930661103.0
235,45254.0,452540000.0
236,17407.0,174070000.0
237,70294.0,702940000.0
238,33138.0,331380102.0
239,89223.0,892230000.0
240,73154.0,731540000.0
241,66213.0,662130102.0
242,6155.0,61550106.0
243,30032.0,300320104.0
244,68256.0,682560102.0
245,91587.0,915870000.0
246,39097.0,390970102.0
247,83126.0,831260402.0
248,69383.0,693830502.0
249,6153.0,61530000.0
250,37027.0,370270000.0
251,59599.0,595991402.0
252,22233.0,222330000.0
253,69204.0,692040301.0
254,43012.0,430120000.0
255,75117.0,751176807.0
256,44073.0,440730000.0
257,69259.0,692590403.0
258,27105.0,271050000.0
259,75103.0,751031201.0
260,91338.0,913380000.0
261,85239.0,852390000.0
262,35288.0,352880105.0
263,75113.0,751135112.0
264,7129.0,71290000.0
265,41002.0,410020000.0
266,44209.0,442090102.0
267,77169.0,771690101.0
268,66186.0,661860000.0
269,37024.0,370240000.0
270,71270.0,712700114.0
271,30348.0,303480000.0
272,47145.0,471450000.0
273,83069.0,830690109.0
274,93053.0,930530111.0
275,31475.0,314750000.0
276,13056.0,130560118.0
277,69021.0,690210000.0
278,33471.0,334710000.0
279,36003.0,360030000.0
280,13211.0,132110604.0
281,81065.0,810650401.0
282,30095.0,300950000.0
283,94043.0,940430102.0
284,94080.0,940800103.0
285,60343.0,603430000.0
286,83137.0,831370606.0
287,78551.0,785510113.0
288,65235.0,652350000.0
289,42237.0,422370101.0
290,26054.0,260540000.0
291,27388.0,273880000.0
292,62582.0,625820000.0
293,34145.0,341450101.0
294,71574.0,715740000.0
295,34145.0,341450102.0
296,80021.0,800212002.0
297,60471.0,604710701.0
298,59323.0,593230000.0
299,75115.0,751155912.0
300,93051.0,930510201.0
301,31091.0,310910000.0
302,87122.0,871220000.0
303,72315.0,723150000.0
304,69388.0,693880202.0
305,31116.0,311160103.0
306,33069.0,330690104.0
307,46321.0,463210000.0
308,5145.0,51450000.0
309,7059.0,70590000.0
310,6088.0,60880501.0
311,70258.0,702580000.0
312,,
313,16102.0,161020302.0
314,33214.0,332140000.0
315,51454.0,514543801.0
316,62193.0,621931201.0
317,91249.0,912490000.0
318,60355.0,603550000.0
319,92022.0,920220109.0
320,22233.0,222330000.0
321,31182.0,311820000.0
322,27083.0,270830000.0
323,24037.0,240370105.0
324,91228.0,912280112.0
325,69241.0,692410000.0
326,29195.0,291950101.0
327,29176.0,291760000.0
328,34068.0,340680000.0
329,95500.0,955000201.0
330,60057.0,600570402.0
331,95252.0,952520101.0
332,18279.0,182790401.0
333,17486.0,174860000.0
334,40046.0,400460101.0
335,73202.0,732020000.0
336,89263.0,892630000.0
337,35238.0,352380606.0
338,92012.0,920120204.0
339,64396.0,643960000.0
340,29153.0,291530000.0
341,16223.0,162230000.0
342,92073.0,920730102.0
343,75111.0,751114407.0
344,79170.0,791700000.0
345,56186.0,561860102.0
346,93077.0,930770106.0
347,72290.0,722900000.0
348,62147.0,621470000.0
349,53104.0,531040000.0
350,83090.0,830900102.0
351,36004.0,360040000.0
352,49014.0,490140000.0
353,75120.0,751207704.0
354,91692.0,916920108.0
355,38169.0,381690106.0
356,84007.0,840070105.0
357,37267.0,372670000.0
358,64140.0,641400102.0
359,16358.0,163580103.0
360,24143.0,241430000.0
361,41067.0,410670000.0
362,75113.0,751135105.0
363,56220.0,562200000.0
364,79270.0,792700102.0
365,42234.0,422340000.0
366,94002.0,940020102.0
367,7116.0,71160000.0
368,22278.0,222780110.0
369,83125.0,831250000.0
370,76275.0,762750000.0
371,49328.0,493280108.0
372,44141.0,441410000.0
373,1336.0,13360000.0
374,91461.0,914610000.0
375,56107.0,561070102.0
376,69389.0,693890203.0
377,54328.0,543280101.0
378,92044.0,920440125.0
379,33522.0,335220105.0
380,11332.0,113320000.0
381,6065.0,60650101.0
382,62643.0,626430107.0
383,,
384,94068.0,940680304.0
385,39344.0,393440000.0
386,69259.0,692590701.0
387,22099.0,220990000.0
388,76192.0,761920000.0
389,77125.0,771250000.0
390,42183.0,421830102.0
391,83115.0,831150104.0
392,92073.0,920730102.0
393,93066.0,930661501.0
394,62233.0,622330000.0
395,85166.0,851660104.0
396,6088.0,60880504.0
397,49135.0,491350000.0
398,77183.0,771830101.0
399,91363.0,913630102.0
400,85109.0,851090102.0
401,,
402,62473.0,624730104.0
403,59153.0,591530104.0
404,66038.0,660380101.0
405,7325.0,73250000.0
406,57757.0,577570105.0
407,83061.0,830610112.0
408,33496.0,334960000.0
409,41104.0,411040000.0
410,30123.0,301230000.0
411,44109.0,441090402.0
412,17077.0,170770000.0
413,26165.0,261650103.0
414,13205.0,132050101.0
415,30100.0,301000000.0
416,29190.0,291900000.0
417,83050.0,830500102.0
418,59386.0,593860104.0
419,75112.0,751124801.0
420,74299.0,742990000.0
421,30028.0,300280106.0
422,1224.0,12240000.0
423,37245.0,372450000.0
424,69266.0,692660101.0
425,25056.0,250560303.0
426,76540.0,765400104.0
427,13077.0,130770104.0
428,72382.0,723820000.0
429,49007.0,490070601.0
430,29149.0,291490000.0
431,49127.0,491270000.0
432,29101.0,291010000.0
433,91691.0,916910105.0
434,61143.0,611430000.0
435,38553.0,385530107.0
436,51399.0,513990000.0
437,31341.0,313410000.0
438,13056.0,130560103.0
439,84115.0,841150000.0
440,59027.0,590270000.0
441,27032.0,270320000.0
442,80702.0,807020000.0
443,22278.0,222780113.0
444,49132.0,491320000.0
445,42184.0,421840105.0
446,92050.0,920500103.0
447,24069.0,240690000.0
448,37081.0,370810000.0
449,43120.0,431200000.0
450,6088.0,60881003.0
451,33063.0,330630807.0
452,7327.0,73270000.0
453,22109.0,221090000.0
454,63226.0,632260000.0
455,46158.0,461580000.0
456,83120.0,831200000.0
457,40287.0,402870000.0
458,24352.0,243520000.0
459,35221.0,352210000.0
460,69384.0,693840204.0
461,80693.0,806930000.0
462,89055.0,890550000.0
463,44120.0,441200000.0
464,92012.0,920120305.0
465,59462.0,594620000.0
466,6044.0,60440101.0
467,21231.0,212311704.0
468,95563.0,955630106.0
469,85003.0,850030101.0
470,71337.0,713370000.0
471,81295.0,812950000.0
472,91326.0,913260101.0
473,95323.0,953230105.0
474,18204.0,182040000.0
475,93051.0,930510502.0
476,13207.0,132070202.0
477,66012.0,660120000.0
478,76302.0,763020000.0
479,40292.0,402920000.0
480,95476.0,954760108.0
481,35128.0,351280000.0
482,83016.0,830160101.0
483,36057.0,360570000.0
484,66149.0,661490103.0
485,71325.0,713250000.0
486,49103.0,491030000.0
487,1014.0,10140000.0
488,33518.0,335180000.0
489,31149.0,311490601.0
490,31555.0,315551101.0
491,75112.0,751124808.0
492,,
493,34147.0,341470000.0
494,44106.0,441060000.0
495,34101.0,341010000.0
496,72144.0,721440000.0
497,83091.0,830910000.0
498,45208.0,452080107.0
499,59511.0,595110000.0
500,,
501,43191.0,431910000.0
502,13214.0,132140202.0
503,75118.0,751186907.0
504,95487.0,954870101.0
505,59043.0,590430201.0
506,21231.0,212311101.0
507,21171.0,211710102.0
508,59585.0,595850000.0
509,62811.0,628110000.0
510,59220.0,592200203.0
511,37166.0,371660000.0
512,45226.0,452260000.0
513,40299.0,402990000.0
514,33065.0,330650000.0
515,78117.0,781170102.0
516,44154.0,441540101.0
517,31069.0,310690108.0
518,62589.0,625890000.0
519,69275.0,692750110.0
520,,
521,29191.0,291910000.0
522,44194.0,441940102.0
523,92049.0,920490116.0
524,92040.0,920400404.0
525,59424.0,594240000.0
526,75115.0,751155722.0
527,13210.0,132100504.0
528,49223.0,492230102.0
529,94055.0,940550104.0
530,30117.0,301170000.0
531,2240.0,22400000.0
532,60017.0,600170000.0
533,,
534,56121.0,561210303.0
535,29190.0,291900000.0
536,21559.0,215590000.0
537,83120.0,831200000.0
538,95500.0,955000801.0
539,33422.0,334220101.0
540,93006.0,930060106.0
541,36046.0,360460000.0
542,18141.0,181410000.0
543,22364.0,223640000.0
544,25356.0,253560000.0
545,38384.0,383840000.0
546,13110.0,131100102.0
547,59392.0,593920202.0
548,85110.0,851100000.0
549,1266.0,12660000.0
550,33449.0,334490108.0
551,82123.0,821230000.0
552,59569.0,595690104.0
553,85280.0,852800000.0
554,59512.0,595120502.0
555,75113.0,751134905.0
556,30254.0,302540000.0
557,76758.0,767580101.0
558,6088.0,60880501.0
559,22215.0,222150105.0
560,8346.0,83460000.0
561,34321.0,343210000.0
562,51092.0,510920000.0
563,64445.0,644450205.0
564,25222.0,252220000.0
565,91685.0,916850000.0
566,55261.0,552610000.0
567,63113.0,631130601.0
568,10261.0,102610000.0
569,84007.0,840070117.0
570,40046.0,400460103.0
571,33063.0,330630605.0
572,59449.0,594490101.0
573,69388.0,693880404.0
574,56162.0,561620103.0
575,83075.0,830750000.0
576,14035.0,140350000.0
577,74010.0,740100604.0
578,29051.0,290510102.0
579,54371.0,543710000.0
580,55028.0,550280000.0
581,64322.0,643220000.0
582,76681.0,766810101.0
583,17461.0,174610000.0
584,6088.0,60882202.0
585,74007.0,740070000.0
586,51431.0,514310000.0
587,62768.0,627680000.0
588,65440.0,654401201.0
589,35123.0,351230000.0
590,30023.0,300230000.0
591,85004.0,850040000.0
592,68153.0,681530000.0
593,34202.0,342020102.0
594,31555.0,315555101.0
595,69382.0,693820301.0
596,26038.0,260380000.0
597,51573.0,515730202.0
598,17207.0,172070000.0
599,86194.0,861940704.0
600,33138.0,331380103.0
601,38421.0,384210402.0
602,45096.0,450960000.0
603,49007.0,490070601.0
604,78118.0,781180000.0
605,2430.0,24300000.0
606,54197.0,541970000.0
607,92073.0,920730114.0
608,74273.0,742730000.0
609,65064.0,650640000.0
610,76408.0,764080000.0
611,76351.0,763510402.0
612,14366.0,143660201.0
613,28015.0,280150000.0
614,27562.0,275620000.0
615,28164.0,281640000.0
616,44109.0,441090509.0
617,30344.0,303440000.0
618,13108.0,131080101.0
619,77379.0,773790103.0
620,64370.0,643700000.0
621,76250.0,762500000.0
622,64407.0,644070000.0
623,78455.0,784550103.0
624,93005.0,930050301.0
625,31555.0,315551802.0
626,50400.0,504000000.0
627,29019.0,290190154.0
628,1275.0,12750000.0
629,35169.0,351690000.0
630,72099.0,720990000.0
631,19025.0,190250000.0
632,17409.0,174090000.0
633,75118.0,751186908.0
634,82112.0,821120104.0
635,92063.0,920630707.0
636,75117.0,751176801.0
637,66011.0,660110000.0
638,17274.0,172740103.0
639,78362.0,783620105.0
640,77361.0,773610000.0
641,27219.0,272190000.0
642,68266.0,682660000.0
643,37225.0,372250000.0
644,56080.0,560800000.0
645,50232.0,502320000.0
646,17385.0,173850102.0
647,33555.0,335550000.0
648,77470.0,774700102.0
649,56164.0,561640000.0
650,35069.0,350690101.0
651,75103.0,751031104.0
652,21231.0,212311701.0
653,68224.0,682241601.0
654,51454.0,514543202.0
655,29019.0,290190119.0
656,89046.0,890460000.0
657,38460.0,384600000.0
658,94059.0,940590103.0
659,76351.0,763510502.0
660,76351.0,763511803.0
661,13113.0,131130102.0
662,33533.0,335330000.0
663,75118.0,751186924.0
664,74015.0,740150000.0
665,17353.0,173530000.0
666,33063.0,330630903.0
667,13215.0,132150901.0
668,85039.0,850390000.0
669,60043.0,600430000.0
670,35267.0,352670000.0
671,66172.0,661720101.0
672,13103.0,131030111.0
673,6004.0,60040104.0
674,77495.0,774950101.0
675,50129.0,501290402.0
676,1356.0,13560000.0
677,43024.0,430240000.0
678,13030.0,130300000.0
679,7237.0,72370000.0
680,37044.0,370440000.0
681,75111.0,751114114.0
682,,
683,30326.0,303260000.0
684,31555.0,315554007.0
685,17073.0,170730000.0
686,76203.0,762030000.0
687,37016.0,370160000.0
688,14762.0,147620102.0
689,55405.0,554050000.0
690,13204.0,132040304.0
691,59599.0,595990503.0
692,85191.0,851911004.0
693,42069.0,420690000.0
694,34172.0,341721602.0
695,80634.0,806340000.0
696,59350.0,593500119.0
697,55520.0,555200000.0
698,28088.0,280880101.0
699,69385.0,693850102.0
700,84007.0,840070123.0
701,33522.0,335220112.0
702,13016.0,130160000.0
703,45268.0,452680000.0
704,81097.0,810970000.0
705,49306.0,493060000.0
706,22212.0,222120000.0
707,69389.0,693890201.0
708,78158.0,781580106.0
709,77075.0,770750000.0
710,69034.0,690340401.0
711,3212.0,32120000.0
712,47093.0,470930000.0
713,34192.0,341920101.0
714,74114.0,741140000.0
715,29019.0,290190144.0
716,31555.0,315551101.0
717,82115.0,821150000.0
718,49099.0,490990402.0
719,25056.0,250560902.0
720,59350.0,593501008.0
721,74011.0,740110102.0
722,86194.0,861940201.0
723,44201.0,442010103.0
724,32094.0,320940000.0
725,24372.0,243720101.0
726,78410.0,784100000.0
727,35273.0,352730000.0
728,57465.0,574650000.0
729,29031.0,290310000.0
730,95127.0,951270117.0
731,69383.0,693830302.0
732,14123.0,141230000.0
733,69176.0,691760000.0
734,34172.0,341722002.0
735,69034.0,690340501.0
736,,
737,60172.0,601720000.0
738,94044.0,940440104.0
739,59350.0,593500706.0
740,29030.0,290300000.0
741,94022.0,940220202.0
742,87085.0,870850204.0
743,2805.0,28050000.0
744,33449.0,334490102.0
745,75117.0,751176504.0
746,59009.0,590090103.0
747,14167.0,141670102.0
748,83069.0,830690106.0
749,17310.0,173100000.0
750,51312.0,513120000.0
751,87005.0,870050000.0
752,15004.0,150040000.0
753,68223.0,682230000.0
754,44038.0,440380000.0
755,10396.0,103960000.0
756,53025.0,530250000.0
757,45234.0,452340502.0
758,13015.0,130150102.0
759,75103.0,751030902.0
760,13205.0,132050206.0
761,8409.0,84090402.0
762,8498.0,84980000.0
763,27469.0,274690000.0
764,33063.0,330630203.0
765,60079.0,600790000.0
766,11360.0,113600000.0
767,17119.0,171190000.0
768,74299.0,742990000.0
769,12004.0,120040000.0
770,75105.0,751051703.0
771,66136.0,661361903.0
772,34145.0,341450107.0
773,6083.0,60830201.0
774,4209.0,42090102.0
775,39354.0,393540000.0
776,37267.0,372670000.0
777,27198.0,271980000.0
778,34336.0,343360000.0
779,37262.0,372620000.0
780,81163.0,811630102.0
781,93010.0,930100302.0
782,49135.0,491350000.0
783,74051.0,740510000.0
784,41269.0,412690107.0
785,69034.0,690340602.0
786,30062.0,300620000.0
787,44071.0,440710000.0
788,78362.0,783620102.0
789,13019.0,130190102.0
790,45290.0,452900000.0
791,87185.0,871850000.0
792,,
793,50620.0,506200000.0
794,69266.0,692661402.0
795,92048.0,920480203.0
796,21054.0,210540105.0
797,12176.0,121760301.0
798,88160.0,881600101.0
799,44109.0,441090701.0
800,7328.0,73280000.0
801,18279.0,182790102.0
802,77350.0,773500201.0
803,74131.0,741310000.0
804,33015.0,330150000.0
805,66136.0,661362001.0
806,37003.0,370030103.0
807,47169.0,471690000.0
808,62005.0,620050000.0
809,38464.0,384640000.0
810,22014.0,220140000.0
811,83047.0,830470102.0
812,84050.0,840500000.0
813,29232.0,292320120.0
814,21231.0,212311401.0
815,45155.0,451550201.0
816,94052.0,940520104.0
817,95428.0,954280203.0
818,77284.0,772840702.0
819,13084.0,130840000.0
820,35039.0,350390000.0
821,35051.0,350510103.0
822,29232.0,292320101.0
823,78172.0,781720109.0
824,80021.0,800210903.0
825,83137.0,831370504.0
826,75116.0,751166107.0
827,42129.0,421290000.0
828,69259.0,692590103.0
829,46042.0,460420601.0
830,33063.0,330631105.0
831,17032.0,170320000.0
832,34145.0,341450108.0
833,59346.0,593460000.0
834,44035.0,440350103.0
835,51454.0,514544602.0
836,40313.0,403130000.0
837,60570.0,605700000.0
838,84007.0,840070108.0
839,50041.0,500410000.0
840,45232.0,452320102.0
841,31186.0,311860000.0
842,91377.0,913770102.0
843,38360.0,383600000.0
844,28004.0,280040000.0
845,49069.0,490690000.0
846,64479.0,644790000.0
847,85109.0,851090102.0
848,92023.0,920230504.0
849,69276.0,692760103.0
850,68313.0,683130000.0
851,82121.0,821210701.0
852,69384.0,693840202.0
853,69387.0,693870503.0
854,94080.0,940800401.0
855,94046.0,940460303.0
856,56136.0,561360000.0
857,,
858,13028.0,130280107.0
859,47066.0,470660000.0
860,42083.0,420830000.0
861,33542.0,335420000.0
862,63455.0,634550000.0
863,25195.0,251950000.0
864,69266.0,692661302.0
865,1134.0,11340000.0
866,6030.0,60300114.0
867,74082.0,740820000.0
868,59339.0,593390102.0
869,67462.0,674620106.0
870,68335.0,683350000.0
871,75105.0,751051901.0
872,62893.0,628930103.0
873,37214.0,372140104.0
874,33214.0,332140000.0
875,25047.0,250470101.0
876,8409.0,84090303.0
877,91577.0,915770000.0
878,47201.0,472010102.0
879,75119.0,751197604.0
880,13207.0,132070702.0
881,27249.0,272490000.0
882,44184.0,441840108.0
883,92073.0,920730111.0
884,16291.0,162910101.0
885,78398.0,783980000.0
886,44182.0,441820000.0
887,78383.0,783830101.0
888,71263.0,712630101.0
889,63113.0,631132501.0
890,1343.0,13430000.0
891,78160.0,781600102.0
892,45234.0,452340401.0
893,78646.0,786460406.0
894,51002.0,510020000.0
895,59602.0,596020000.0
896,94073.0,940730111.0
897,84031.0,840310106.0
898,75110.0,751104007.0
899,67295.0,672950000.0
900,75120.0,751208026.0
901,22143.0,221430000.0
902,94033.0,940330112.0
903,45272.0,452720000.0
904,59378.0,593780202.0
905,13106.0,131060101.0
906,45279.0,452790000.0
907,42302.0,423020101.0
908,21231.0,212312002.0
909,44114.0,441140109.0
910,69266.0,692661202.0
911,42005.0,420050102.0
912,11370.0,113700000.0
913,69266.0,692661201.0
914,91593.0,915930000.0
915,14407.0,144070000.0
916,77108.0,771080702.0
917,38087.0,380870000.0
918,74216.0,742160000.0
919,78172.0,781720109.0
920,45312.0,453120000.0
921,18279.0,182790502.0
922,40264.0,402640000.0
923,42302.0,423020103.0
924,53034.0,530340000.0
925,47183.0,471830000.0
926,6088.0,60881102.0
927,34172.0,341721904.0
928,34155.0,341550000.0
929,53119.0,531190000.0
930,27280.0,272800000.0
931,83153.0,831530102.0
932,66105.0,661050000.0
933,95430.0,954300000.0
934,59630.0,596300000.0
935,91540.0,915400000.0
936,17085.0,170850000.0
937,59392.0,593920402.0
938,84007.0,840070110.0
939,33322.0,333220101.0
940,67246.0,672460000.0
941,33063.0,330630101.0
942,35093.0,350930105.0
943,33202.0,332020000.0
944,56185.0,561850105.0
945,60567.0,605670000.0
946,94046.0,940460104.0
947,10325.0,103250000.0
948,6088.0,60882805.0
949,13069.0,130690103.0
950,33119.0,331190109.0
951,1109.0,11090000.0
952,31066.0,310660000.0
953,68171.0,681710000.0
954,6088.0,60882704.0
955,84089.0,840890203.0
956,29101.0,291010000.0
957,39190.0,391900000.0
958,26197.0,261970000.0
959,10387.0,103871004.0
960,13066.0,130660000.0
961,31519.0,315190000.0
962,66182.0,661820000.0
963,65047.0,650470101.0
964,78358.0,783580108.0
965,29175.0,291750000.0
966,62801.0,628010000.0
967,24509.0,245090000.0
968,78638.0,786380000.0
969,56042.0,560420000.0
970,62498.0,624980105.0
971,14312.0,143120000.0
972,78418.0,784180104.0
973,45234.0,452340802.0
974,80021.0,800211501.0
975,92040.0,920400201.0
976,35110.0,351100000.0
977,42218.0,422180502.0
978,75120.0,751208013.0
979,13091.0,130910000.0
980,66025.0,660250000.0
981,34129.0,341290104.0
982,83014.0,830140000.0
983,95598.0,955980101.0
984,76351.0,763510507.0
985,83131.0,831310000.0
986,16154.0,161540101.0
987,1185.0,11850000.0
988,88451.0,884510000.0
989,1262.0,12620102.0
990,56033.0,560330000.0
991,54395.0,543950502.0
992,24242.0,242420000.0
993,2383.0,23830000.0
994,85090.0,850900000.0
995,,
996,26125.0,261250000.0
997,51454.0,514542301.0
998,14118.0,141180102.0
999,29136.0,291360000.0
1000,37261.0,372610105.0
1001,54482.0,544820103.0
1002,75112.0,751124610.0
1003,4088.0,40880000.0
1004,75113.0,751135014.0
1005,92075.0,920750102.0
1006,69034.0,690340401.0
1007,58194.0,581940114.0
1008,49229.0,492290000.0
1009,25060.0,250600000.0
1010,17409.0,174090000.0
1011,93001.0,930011201.0
1012,77363.0,773630000.0
1013,92048.0,920480205.0
1014,35299.0,352990000.0
1015,95018.0,950180204.0
1016,73034.0,730340000.0
1017,17333.0,173330101.0
1018,83069.0,830690114.0
1019,37176.0,371760000.0
1020,92073.0,920730101.0
1021,30243.0,302430102.0
1022,69275.0,692750101.0
1023,31037.0,310370000.0
1024,85191.0,851910404.0
1025,69055.0,690550000.0
1026,69382.0,693820101.0
1027,26261.0,262610000.0
1028,69266.0,692661204.0
1029,84087.0,840870105.0
1030,38120.0,381200000.0
1031,76666.0,766660000.0
1032,69243.0,692430102.0
1033,16113.0,161130103.0
1034,,
1035,29019.0,290190146.0
1036,78646.0,786460503.0
1037,69032.0,690320000.0
1038,56121.0,561210404.0
1039,54495.0,544950000.0
1040,21617.0,216170104.0
1041,85191.0,851910901.0
1042,13093.0,130930000.0
1043,33063.0,330630506.0
1044,75115.0,751156016.0
1045,26313.0,263130000.0
1046,59249.0,592490103.0
1047,57207.0,572070101.0
1048,74056.0,740560104.0
1049,63215.0,632150000.0
1050,44026.0,440260103.0
1051,31499.0,314990102.0
1052,85282.0,852820000.0
1053,75113.0,751135106.0
1054,10340.0,103400000.0
1055,59482.0,594820101.0
1056,14083.0,140830000.0
1057,75110.0,751104009.0
1058,71522.0,715220000.0
1059,92012.0,920120201.0
1060,89152.0,891520000.0
1061,94001.0,940010000.0
1062,13050.0,130500102.0
1063,50002.0,500020000.0
1064,66129.0,661290000.0
1065,74241.0,742410000.0
1066,87038.0,870380000.0
1067,64504.0,645040000.0
1068,31555.0,315554006.0
1069,29103.0,291030105.0
1070,44029.0,440290101.0
1071,37020.0,370200000.0
1072,6152.0,61520103.0
1073,31057.0,310570000.0
1074,92046.0,920460108.0
1075,44068.0,440680000.0
1076,57593.0,575930000.0
1077,29212.0,292120101.0
1078,49099.0,490990701.0
